ticket_id,title,description,priority,category,status,created_date,assigned_team,resolution,tags
INC-1295,Equipment request,Equipment request - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Escalated,2026-02-05 20:30,Database Team,Created onboarding ticket,"infrastructure,network"
INC-1105,Mouse not working,Mouse not working - User reported issue via email/phone. Initial assessment completed.,P2,Hardware/Software,Resolved,2026-02-04 20:30,Cloud Infrastructure,"Updated drivers, problem fixed","performance,access"
INC-1131,Firewall blocking application,Firewall blocking application - User reported issue via email/phone. Initial assessment completed.,P1,Network & Connectivity,Resolved,2026-02-04 20:30,Network Team,Reconfigured VPN profile,security
INC-1155,Email not syncing,Email not syncing - User reported issue via email/phone. Initial assessment completed.,P3,Application Issues,Escalated,2026-02-04 20:30,Desktop Support,"Database query optimized, faster now",network
INC-1156,Teams call issues,Teams call issues - User reported issue via email/phone. Initial assessment completed.,P2,Application Issues,Escalated,2026-02-04 20:30,Database Team,"Updated to latest version, resolved",performance
INC-1286,Equipment request,Equipment request - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,In Progress,2026-02-04 20:30,Desktop Support,Provided documentation links,"access,software,infrastructure"
INC-1124,WiFi not connecting,WiFi not connecting - User reported issue via email/phone. Initial assessment completed.,P2,Network & Connectivity,In Progress,2026-02-03 20:30,Desktop Support,"Reset network adapter, connected","security,cloud,infrastructure"
INC-1129,WiFi not connecting,WiFi not connecting - User reported issue via email/phone. Initial assessment completed.,P3,Network & Connectivity,In Progress,2026-02-03 20:30,Network Team,"Updated DNS settings, resolved","cloud,authentication"
INC-1074,Application crashes frequently,Application crashes frequently - User reported issue via email/phone. Initial assessment completed.,P3,Hardware/Software,In Progress,2026-02-02 20:30,Security Team,"Replaced keyboard/mouse, working","authentication,performance,infrastructure"
INC-1098,Audio not working,Audio not working - User reported issue via email/phone. Initial assessment completed.,P2,Hardware/Software,Escalated,2026-02-02 20:30,Security Team,"Installed latest updates, no more crashes","software,training"
INC-1101,Application crashes frequently,Application crashes frequently - User reported issue via email/phone. Initial assessment completed.,P2,Hardware/Software,Pending,2026-02-02 20:30,Desktop Support,"Replaced hardware, working now","hardware,cloud,performance"
INC-1134,Bandwidth throttling issue,Bandwidth throttling issue - User reported issue via email/phone. Initial assessment completed.,P1,Network & Connectivity,In Progress,2026-02-02 20:30,Application Support,"Updated DNS settings, resolved",cloud
INC-1148,VPN tunnel dropped,VPN tunnel dropped - User reported issue via email/phone. Initial assessment completed.,P1,Network & Connectivity,In Progress,2026-02-02 20:30,Database Team,Reconfigured VPN profile,"performance,training"
INC-1230,Container restart needed,Container restart needed - User reported issue via email/phone. Initial assessment completed.,P2,Infrastructure,Escalated,2026-02-02 20:30,Application Support,"Renewed SSL certificate, all green","software,cloud,network"
INC-1237,Memory usage high,Memory usage high - User reported issue via email/phone. Initial assessment completed.,P2,Infrastructure,Escalated,2026-02-02 20:30,Application Support,"Server rebooted, back online",software
INC-1299,Vendor contact needed,Vendor contact needed - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Pending,2026-02-02 20:30,Cloud Infrastructure,Scheduled training session,cloud
INC-1027,Password reset required,Password reset required - User reported issue via email/phone. Initial assessment completed.,P1,Access & Authentication,In Progress,2026-02-01 20:30,Cloud Infrastructure,"Re-synced OAuth tokens, working now",access
INC-1059,Mouse not working,Mouse not working - User reported issue via email/phone. Initial assessment completed.,P3,Hardware/Software,Escalated,2026-01-31 20:30,Desktop Support,"Installed latest updates, no more crashes","infrastructure,training"
INC-1199,Mobile app not loading,Mobile app not loading - User reported issue via email/phone. Initial assessment completed.,P3,Application Issues,Escalated,2026-01-31 20:30,Security Team,"API timeout increased, fixed","software,authentication,infrastructure"
INC-1206,API integration failing,API integration failing - User reported issue via email/phone. Initial assessment completed.,P3,Application Issues,Pending,2026-01-31 20:30,Security Team,"Re-deployed container, no more issues","network,training"
INC-1268,Documentation request,Documentation request - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Pending,2026-01-31 20:30,Security Team,Sent policy documentation,"training,cloud"
INC-1291,Training material request,Training material request - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Escalated,2026-01-31 20:30,Cloud Infrastructure,Scheduled training session,"infrastructure,network,performance"
INC-1020,OAuth token expired,OAuth token expired - User reported issue via email/phone. Initial assessment completed.,P3,Access & Authentication,Resolved,2026-01-30 20:30,Network Team,"Configured MFA, user confirmed working","access,training"
INC-1149,WiFi not connecting,WiFi not connecting - User reported issue via email/phone. Initial assessment completed.,P2,Network & Connectivity,Pending,2026-01-30 20:30,Security Team,"Updated DNS settings, resolved","training,infrastructure,performance"
INC-1161,CRM system slow,CRM system slow - User reported issue via email/phone. Initial assessment completed.,P3,Application Issues,In Progress,2026-01-30 20:30,Security Team,"Database query optimized, faster now","performance,access"
INC-1252,Storage space running low,Storage space running low - User reported issue via email/phone. Initial assessment completed.,P1,Infrastructure,Resolved,2026-01-30 20:30,Database Team,"Cleared backup queue, completed","security,training,performance"
INC-1287,Software recommendation,Software recommendation - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,In Progress,2026-01-30 20:30,Network Team,Provided documentation links,authentication
INC-1003,VPN connection failing,VPN connection failing - User reported issue via email/phone. Initial assessment completed.,P3,Access & Authentication,Escalated,2026-01-29 20:30,Security Team,"Reset password, user can now login","software,cloud,access"
INC-1130,Network drive mapping failed,Network drive mapping failed - User reported issue via email/phone. Initial assessment completed.,P2,Network & Connectivity,Resolved,2026-01-29 20:30,Application Support,"Reset network adapter, connected","infrastructure,access"
INC-1168,Slack notifications missing,Slack notifications missing - User reported issue via email/phone. Initial assessment completed.,P3,Application Issues,Escalated,2026-01-28 20:30,Security Team,"Re-deployed container, no more issues","software,access"
INC-1190,Slack notifications missing,Slack notifications missing - User reported issue via email/phone. Initial assessment completed.,P3,Application Issues,Pending,2026-01-28 20:30,Network Team,"Database query optimized, faster now",authentication
INC-1048,Cannot login to email,Cannot login to email - User reported issue via email/phone. Initial assessment completed.,P1,Access & Authentication,Resolved,2026-01-27 20:30,Application Support,"Verified AD account, unlocked now",cloud
INC-1062,Keyboard not responding,Keyboard not responding - User reported issue via email/phone. Initial assessment completed.,P2,Hardware/Software,Pending,2026-01-27 20:30,Database Team,"Installed latest updates, no more crashes","network,cloud,access"
INC-1091,Application crashes frequently,Application crashes frequently - User reported issue via email/phone. Initial assessment completed.,P3,Hardware/Software,Escalated,2026-01-27 20:30,Database Team,"Updated drivers, problem fixed","authentication,performance,training"
INC-1007,OAuth token expired,OAuth token expired - User reported issue via email/phone. Initial assessment completed.,P1,Access & Authentication,Resolved,2026-01-26 20:30,Network Team,"Reset password, user can now login","software,cloud"
INC-1029,Account locked out,Account locked out - User reported issue via email/phone. Initial assessment completed.,P2,Access & Authentication,Resolved,2026-01-26 20:30,Cloud Infrastructure,Added to correct security group,"training,access,infrastructure"
INC-1224,Disk space critical,Disk space critical - User reported issue via email/phone. Initial assessment completed.,P1,Infrastructure,In Progress,2026-01-26 20:30,Desktop Support,"Restarted services, resolved","network,performance"
INC-1126,Ethernet port not working,Ethernet port not working - User reported issue via email/phone. Initial assessment completed.,P1,Network & Connectivity,In Progress,2026-01-25 20:30,Desktop Support,"Added firewall exception, access granted","hardware,security"
INC-1111,Network drive mapping failed,Network drive mapping failed - User reported issue via email/phone. Initial assessment completed.,P3,Network & Connectivity,In Progress,2026-01-24 20:30,Application Support,"Reset network adapter, connected","security,authentication,performance"
INC-1117,DNS resolution error,DNS resolution error - User reported issue via email/phone. Initial assessment completed.,P1,Network & Connectivity,In Progress,2026-01-24 20:30,Database Team,"Replaced ethernet cable, working now",hardware
INC-1157,Slack notifications missing,Slack notifications missing - User reported issue via email/phone. Initial assessment completed.,P2,Application Issues,Resolved,2026-01-24 20:30,Desktop Support,"Re-deployed container, no more issues","infrastructure,software,authentication"
INC-1195,Email not syncing,Email not syncing - User reported issue via email/phone. Initial assessment completed.,P3,Application Issues,Resolved,2026-01-24 20:30,Cloud Infrastructure,"Cleared cache, app working now",infrastructure
INC-1186,Data export not working,Data export not working - User reported issue via email/phone. Initial assessment completed.,P3,Application Issues,Resolved,2026-01-23 20:30,Desktop Support,"Cleared cache, app working now",authentication
INC-1218,Email not syncing,Email not syncing - User reported issue via email/phone. Initial assessment completed.,P2,Application Issues,Resolved,2026-01-23 20:30,Cloud Infrastructure,"Updated to latest version, resolved","performance,hardware,access"
INC-1276,New employee onboarding,New employee onboarding - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Escalated,2026-01-23 20:30,Database Team,Provided documentation links,"hardware,authentication"
INC-1068,Monitor display issues,Monitor display issues - User reported issue via email/phone. Initial assessment completed.,P3,Hardware/Software,Resolved,2026-01-22 20:30,Security Team,"Reinstalled OS, issue resolved","authentication,hardware"
INC-1215,Slack notifications missing,Slack notifications missing - User reported issue via email/phone. Initial assessment completed.,P2,Application Issues,Pending,2026-01-22 20:30,Security Team,"Updated to latest version, resolved","performance,hardware,training"
INC-1260,Training material request,Training material request - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Resolved,2026-01-22 20:30,Desktop Support,Escalated to manager for approval,hardware
INC-1019,Password reset required,Password reset required - User reported issue via email/phone. Initial assessment completed.,P3,Access & Authentication,Resolved,2026-01-21 20:30,Application Support,"Configured MFA, user confirmed working","security,software,network"
INC-1058,Software license request,Software license request - User reported issue via email/phone. Initial assessment completed.,P3,Hardware/Software,Escalated,2026-01-21 20:30,Network Team,"Updated drivers, problem fixed","security,network"
INC-1079,Printer not working,Printer not working - User reported issue via email/phone. Initial assessment completed.,P2,Hardware/Software,In Progress,2026-01-21 20:30,Database Team,"Updated drivers, problem fixed","training,cloud"
INC-1127,Ethernet port not working,Ethernet port not working - User reported issue via email/phone. Initial assessment completed.,P3,Network & Connectivity,Escalated,2026-01-21 20:30,Database Team,"Added firewall exception, access granted","security,authentication"
INC-1172,Report generation slow,Report generation slow - User reported issue via email/phone. Initial assessment completed.,P3,Application Issues,Pending,2026-01-21 20:30,Network Team,"Database query optimized, faster now","performance,access,network"
INC-1063,Software license request,Software license request - User reported issue via email/phone. Initial assessment completed.,P3,Hardware/Software,Resolved,2026-01-20 20:30,Application Support,"Replaced hardware, working now","training,performance"
INC-1110,Firewall blocking application,Firewall blocking application - User reported issue via email/phone. Initial assessment completed.,P3,Network & Connectivity,Pending,2026-01-20 20:30,Security Team,"Updated DNS settings, resolved",authentication
INC-1233,Server down,Server down - User reported issue via email/phone. Initial assessment completed.,P1,Infrastructure,In Progress,2026-01-20 20:30,Application Support,"Server rebooted, back online",security
INC-1248,Storage space running low,Storage space running low - User reported issue via email/phone. Initial assessment completed.,P1,Infrastructure,Resolved,2026-01-20 20:30,Desktop Support,"Cleared backup queue, completed","network,access"
INC-1298,New employee onboarding,New employee onboarding - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,In Progress,2026-01-20 20:30,Network Team,Scheduled training session,"security,training,infrastructure"
INC-1185,Database connection error,Database connection error - User reported issue via email/phone. Initial assessment completed.,P2,Application Issues,Pending,2026-01-19 20:30,Security Team,"Re-deployed container, no more issues",performance
INC-1262,Software recommendation,Software recommendation - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Pending,2026-01-19 20:30,Desktop Support,Sent policy documentation,network
INC-1000,Cannot login to email,Cannot login to email - User reported issue via email/phone. Initial assessment completed.,P3,Access & Authentication,Resolved,2026-01-18 20:30,Database Team,Added to correct security group,"software,hardware"
INC-1113,Bandwidth throttling issue,Bandwidth throttling issue - User reported issue via email/phone. Initial assessment completed.,P3,Network & Connectivity,Escalated,2026-01-18 20:30,Cloud Infrastructure,Reconfigured VPN profile,security
INC-1198,Database connection error,Database connection error - User reported issue via email/phone. Initial assessment completed.,P2,Application Issues,Pending,2026-01-18 20:30,Application Support,"Cleared cache, app working now","infrastructure,access"
INC-1038,Need access to shared drive,Need access to shared drive - User reported issue via email/phone. Initial assessment completed.,P3,Access & Authentication,In Progress,2026-01-17 20:30,Application Support,Added to correct security group,"cloud,access,infrastructure"
INC-1057,Software license request,Software license request - User reported issue via email/phone. Initial assessment completed.,P3,Hardware/Software,Escalated,2026-01-17 20:30,Application Support,"Installed latest updates, no more crashes","network,training,authentication"
INC-1085,Application crashes frequently,Application crashes frequently - User reported issue via email/phone. Initial assessment completed.,P3,Hardware/Software,Resolved,2026-01-17 20:30,Network Team,"Replaced hardware, working now","training,security"
INC-1264,IT policy question,IT policy question - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,In Progress,2026-01-17 20:30,Network Team,Scheduled training session,"infrastructure,training"
INC-1042,SSO authentication error,SSO authentication error - User reported issue via email/phone. Initial assessment completed.,P1,Access & Authentication,Resolved,2026-01-16 20:30,Application Support,"Reset password, user can now login",infrastructure
INC-1086,Blue screen error,Blue screen error - User reported issue via email/phone. Initial assessment completed.,P3,Hardware/Software,Pending,2026-01-16 20:30,Cloud Infrastructure,"Installed latest updates, no more crashes","network,training,cloud"
INC-1096,Monitor display issues,Monitor display issues - User reported issue via email/phone. Initial assessment completed.,P3,Hardware/Software,Pending,2026-01-16 20:30,Cloud Infrastructure,"Installed latest updates, no more crashes","performance,hardware"
INC-1107,Software license request,Software license request - User reported issue via email/phone. Initial assessment completed.,P3,Hardware/Software,Resolved,2026-01-16 20:30,Application Support,"Replaced hardware, working now","hardware,access"
INC-1223,Container restart needed,Container restart needed - User reported issue via email/phone. Initial assessment completed.,P2,Infrastructure,In Progress,2026-01-16 20:30,Database Team,"Server rebooted, back online","access,authentication,hardware"
INC-1258,Storage space running low,Storage space running low - User reported issue via email/phone. Initial assessment completed.,P1,Infrastructure,In Progress,2026-01-16 20:30,Network Team,"Renewed SSL certificate, all green",hardware
INC-1280,Software recommendation,Software recommendation - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Pending,2026-01-16 20:30,Database Team,Sent policy documentation,"software,cloud"
INC-1137,Ethernet port not working,Ethernet port not working - User reported issue via email/phone. Initial assessment completed.,P3,Network & Connectivity,Resolved,2026-01-15 20:30,Cloud Infrastructure,"Added firewall exception, access granted","security,cloud"
INC-1180,Report generation slow,Report generation slow - User reported issue via email/phone. Initial assessment completed.,P3,Application Issues,Resolved,2026-01-15 20:30,Application Support,"Cleared cache, app working now",hardware
INC-1269,Software recommendation,Software recommendation - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Pending,2026-01-15 20:30,Database Team,Created onboarding ticket,"security,performance,network"
INC-1013,VPN connection failing,VPN connection failing - User reported issue via email/phone. Initial assessment completed.,P3,Access & Authentication,Escalated,2026-01-14 20:30,Database Team,"Configured MFA, user confirmed working",access
INC-1040,Active Directory sync issue,Active Directory sync issue - User reported issue via email/phone. Initial assessment completed.,P1,Access & Authentication,Resolved,2026-01-14 20:30,Desktop Support,"Verified AD account, unlocked now","network,security,performance"
INC-1054,2FA not working,2FA not working - User reported issue via email/phone. Initial assessment completed.,P2,Access & Authentication,Resolved,2026-01-14 20:30,Security Team,"Configured MFA, user confirmed working",hardware
INC-1092,Blue screen error,Blue screen error - User reported issue via email/phone. Initial assessment completed.,P2,Hardware/Software,Pending,2026-01-14 20:30,Desktop Support,"Reinstalled OS, issue resolved","cloud,authentication,software"
INC-1115,DNS resolution error,DNS resolution error - User reported issue via email/phone. Initial assessment completed.,P2,Network & Connectivity,Escalated,2026-01-14 20:30,Desktop Support,"Replaced ethernet cable, working now","software,performance"
INC-1145,WiFi not connecting,WiFi not connecting - User reported issue via email/phone. Initial assessment completed.,P1,Network & Connectivity,Resolved,2026-01-14 20:30,Cloud Infrastructure,"Updated DNS settings, resolved",performance
INC-1150,VPN tunnel dropped,VPN tunnel dropped - User reported issue via email/phone. Initial assessment completed.,P3,Network & Connectivity,In Progress,2026-01-14 20:30,Desktop Support,"Updated DNS settings, resolved","security,hardware"
INC-1253,Backup failed,Backup failed - User reported issue via email/phone. Initial assessment completed.,P1,Infrastructure,Resolved,2026-01-14 20:30,Application Support,"Server rebooted, back online",security
INC-1277,Training material request,Training material request - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Pending,2026-01-14 20:30,Cloud Infrastructure,Provided documentation links,"authentication,training,hardware"
INC-1293,Vendor contact needed,Vendor contact needed - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Escalated,2026-01-14 20:30,Desktop Support,Created onboarding ticket,security
INC-1026,Active Directory sync issue,Active Directory sync issue - User reported issue via email/phone. Initial assessment completed.,P3,Access & Authentication,Escalated,2026-01-13 20:30,Database Team,Added to correct security group,"software,cloud,authentication"
INC-1080,Monitor display issues,Monitor display issues - User reported issue via email/phone. Initial assessment completed.,P2,Hardware/Software,In Progress,2026-01-13 20:30,Application Support,"Updated drivers, problem fixed",hardware
INC-1114,Cannot access internal website,Cannot access internal website - User reported issue via email/phone. Initial assessment completed.,P2,Network & Connectivity,In Progress,2026-01-13 20:30,Security Team,"Added firewall exception, access granted","training,access"
INC-1220,Memory usage high,Memory usage high - User reported issue via email/phone. Initial assessment completed.,P1,Infrastructure,In Progress,2026-01-13 20:30,Desktop Support,"Renewed SSL certificate, all green",software
INC-1275,Process clarification,Process clarification - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Escalated,2026-01-13 20:30,Database Team,Created onboarding ticket,"software,performance,security"
INC-1025,VPN connection failing,VPN connection failing - User reported issue via email/phone. Initial assessment completed.,P2,Access & Authentication,Pending,2026-01-12 20:30,Desktop Support,"Verified AD account, unlocked now","performance,training,network"
INC-1183,Database connection error,Database connection error - User reported issue via email/phone. Initial assessment completed.,P3,Application Issues,Resolved,2026-01-12 20:30,Security Team,"API timeout increased, fixed",security
INC-1192,Slack notifications missing,Slack notifications missing - User reported issue via email/phone. Initial assessment completed.,P2,Application Issues,Escalated,2026-01-12 20:30,Desktop Support,"Cleared cache, app working now","network,performance"
INC-1028,2FA not working,2FA not working - User reported issue via email/phone. Initial assessment completed.,P3,Access & Authentication,In Progress,2026-01-11 20:30,Security Team,"Verified AD account, unlocked now",hardware
INC-1167,Database connection error,Database connection error - User reported issue via email/phone. Initial assessment completed.,P3,Application Issues,Escalated,2026-01-11 20:30,Security Team,"API timeout increased, fixed",performance
INC-1189,API integration failing,API integration failing - User reported issue via email/phone. Initial assessment completed.,P2,Application Issues,Pending,2026-01-11 20:30,Application Support,"Cleared cache, app working now","authentication,infrastructure,hardware"
INC-1158,Teams call issues,Teams call issues - User reported issue via email/phone. Initial assessment completed.,P2,Application Issues,In Progress,2026-01-10 20:30,Desktop Support,"Database query optimized, faster now","training,cloud"
INC-1288,Process clarification,Process clarification - User reported issue via email/phone. Initial assessment completed.,P3,General Inquiries,Pending,2026-01-10 20:30,Cloud Infrastructure,Sent policy documentation,"access,security"
